x0,x1,x2,x3,x4,y
0.2311586636236993,0.18126130054032918,0.5628844724614293,0.026037680058682233,0.8392475176358672,5.848236504864324
0.19916238481120363,0.826159366585116,0.16487088156279062,0.912045335034941,0.9229246627998465,20.923332263439228
0.467852611315983,0.639065734304005,0.6589966546910782,0.21047202142520316,0.11235671252933466,11.243554800468711
0.9984566334160705,0.282673877702566,0.2647264200328845,0.5923532312308973,0.04906553754504095,15.025683529017037
0.8563257828450892,0.4646458951907768,0.39257235131335677,0.18021841474103095,0.8851101166117465,15.94840385550805
0.08370692302358396,0.831379599847835,0.9379051713653914,0.8765574653362587,0.32599797112998274,16.399711907717176
0.5655946415903782,0.07621653018084051,0.8189744847167906,0.9464213931742033,0.9026909003281278,17.362694147088582
0.9615953536485718,0.5452893563210334,0.40810549373288296,0.013575951504007033,0.0947743956142405,10.749283706459398
0.2904670344705481,0.7669233008801024,0.38039888053888626,0.3539596430502707,0.9857347890124217,15.195310678846726
0.3280545660467914,0.8159703599008311,0.7549472940112181,0.916108181023501,0.29409094164577965,19.38426987711845
0.8540092640016094,0.9094007891971583,0.4177551232446942,0.0426589036970032,0.1759070103616528,7.896704425453159
0.2232829261763135,0.49873178199731294,0.38266557514439326,0.9293238282825913,0.6368580250433872,16.180373249199846
0.7262295897757796,0.5817328302747903,0.2971955921332017,0.25786938754824296,0.24198893144361355,14.3160806553907
0.47268214877656667,0.07748675966712715,0.8297478075473539,0.570649638011029,0.08054992460079369,9.432039692613584
0.5717502817378278,0.8126922857191968,0.494742287904687,0.36381508198237733,0.17332530147154523,14.443751672894164
0.5550547588530973,0.618487791406297,0.061424637467238696,0.30407972082117085,0.8766500363959473,20.083473677567966
0.9649839238188691,0.6193464116393718,0.37388065197290987,0.08410124487236026,0.06919293738221322,11.038130110442522
0.9339089772338882,0.38713898453157536,0.4067483132731031,0.8143734622492093,0.1468783934802017,18.120974549736907
0.6704019391686156,0.0007511081209360393,0.4626779978331288,0.7403287742275818,0.8058483139342502,11.476207254282127
0.9698126617659202,0.916924768517603,0.7753639701427223,0.7755374614863088,0.9061621135229982,17.212370535543414
0.29523177745054396,0.2477334283227356,0.2999771665484061,0.09099236045089609,0.8319933405930944,8.147630686466517
0.7715599989748885,0.12227137108875397,0.1629759668780124,0.9118184174506402,0.45117805867219407,16.56634844511219
0.6857463997120959,0.5220150719568555,0.09173138043581652,0.7026312940839864,0.5049484601366762,21.90565287786745
0.3213067735990268,0.18999882986569516,0.20823987728477023,0.36457570732310995,0.7430814759451201,10.969784742619641
